Format,OpenLAP Export
Venue,Spa-Francorchamps
Vehicle,Formula 1
Driver,OpenLap
Device
Comment
Date,13/09/2025
Time,20:20:51
Frequency,50





distance,time,speed_max,elevation,speed,yaw_rate,long_acc,lat_acc,sum_acc,throttle,brake_pres,brake_force,steering,delta,beta,Fz_aero,Fx_aero,Fx_eng,Fx_roll,Fz_mass,Fz_total,wheel_torque,engine_torque,engine_power,engine_speed,gear
distance,time,speed_max,elevation,speed,yaw_rate,long_acc,lat_acc,sum_acc,throttle,brake_pres,brake_force,steering,delta,beta,Fz_aero,Fx_aero,Fx_eng,Fx_roll,Fz_mass,Fz_total,wheel_torque,engine_torque,engine_power,engine_speed,gear
m,s,m/s,m,m/s,rad/s,m/s/s,m/s/s,m/s/s,ratio,Pa,N,deg,deg,deg,N,N,N,N,N,N,N.m,N.m,W,rpm,


-1.000808,0.000000,88.862190,416.419403,72.785873,0.000000,4.307757,0.000000,4.307757,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15575.462891,-3893.865723,6838.112793,-21.950788,-6375.328125,-21950.789062,2256.576904,316.417023,552039.312500,16660.228516,6.000000
0.457266,0.020000,88.862190,416.447388,72.871750,0.000000,4.285049,0.000000,4.285049,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15612.261719,-3903.065430,6832.590820,-21.987589,-6375.328125,-21987.589844,2254.754883,316.161499,552243.375000,16679.888672,6.000000
1.916076,0.040000,88.862190,416.475342,72.957436,0.000000,4.262386,0.000000,4.262386,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15648.996094,-3912.249023,6827.080078,-22.024323,-6375.328125,-22024.322266,2252.936523,315.906494,552446.875000,16699.500000,6.000000
3.376723,0.060000,88.862190,416.503326,73.042625,0.000000,4.239837,0.000000,4.239837,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15685.563477,-3921.390869,6821.601562,-22.060890,-6375.328125,-22060.890625,2251.128418,315.652985,552647.937500,16719.000000,6.000000
4.838964,0.080000,88.862190,416.531403,73.127396,0.000000,4.217384,0.000000,4.217384,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15721.991211,-3930.497803,6816.151367,-22.097319,-6375.328125,-22097.318359,2249.329834,315.400757,552847.312500,16738.402344,6.000000
6.302961,0.100000,88.862190,416.559509,73.211700,0.000000,4.195037,0.000000,4.195037,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15758.263672,-3939.565918,6810.729492,-22.133591,-6375.328125,-22133.591797,2247.540771,315.149902,553044.375000,16757.701172,6.000000
